Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Wholesale Furniture Brokers
embassy-keyboard-tray-and-cpu-stand,Embassy Keyboard Tray and CPU Stand - Available in 2 Colours,Colour,Dark Chocolate,,,,,60830-2179,,,20
embassy-keyboard-tray-and-cpu-stand,Embassy Keyboard Tray and CPU Stand - Available in 2 Colours,Colour,Walnut Grey,,,,,60830-000035,,,-50
embassy-desk-bridge,Embassy Desk Bridge - Available in 2 Colours,Colour,Dark Chocolate,,,,,60820-1179,,,43
embassy-desk-bridge,Embassy Desk Bridge - Available in 2 Colours,Colour,Walnut Grey,,,,,60820-000035,,,-50
embassy-return-table,Embassy Return Table - Available in 2 Colours,Colour,Dark Chocolate,,,,,60811-2179,,,0
embassy-return-table,Embassy Return Table - Available in 2 Colours,Colour,Walnut Grey,,,,,60811-000035,,,-50
embassy-peninsula-table-desk,Embassy Peninsula Table Desk - Available in 2 Colours,Colour,Dark Chocolate,,,,,60800-2179,,,36
embassy-peninsula-table-desk,Embassy Peninsula Table Desk - Available in 2 Colours,Colour,Walnut Grey,,,,,60800-000035,,,-50
embassy-bookcase-dark-chocolate,Embassy Bookcase - Dark Chocolate,Colour,Dark Chocolate,,,,,60700-3179,,,0
embassy-30-lateral-file-cabinet,Embassy 30” Lateral File Cabinet - Available in 2 Colours,Colour,Dark Chocolate,,,,,60630-3179,,,0
embassy-30-lateral-file-cabinet,Embassy 30” Lateral File Cabinet - Available in 2 Colours,Colour,Walnut Grey,,,,,60630-000035,,,36
embassy-71-narrow-desk-shell,Embassy 71“ Narrow Desk Shell - Available in 2 Colours,Colour,Dark Chocolate,,,,,60613-1179,,,0
embassy-71-narrow-desk-shell,Embassy 71“ Narrow Desk Shell - Available in 2 Colours,Colour,Walnut Grey,,,,,60613-000035,,,-50
embassy-66-narrow-desk-shell,Embassy 66“ Narrow Desk Shell - Available in 2 Colours,Colour,Dark Chocolate,,,,,60612-1179,,,0
embassy-66-narrow-desk-shell,Embassy 66“ Narrow Desk Shell - Available in 2 Colours,Colour,Walnut Grey,,,,,60612-000035,,,-50
embassy-hutch-for-71-narrow-desk-shell,Embassy Hutch for 71” Narrow Desk Shell - Available in 2 Colours,Colour,Dark Chocolate,,,,,60521-1179,,,11
embassy-hutch-for-71-narrow-desk-shell,Embassy Hutch for 71” Narrow Desk Shell - Available in 2 Colours,Colour,Walnut Grey,,,,,60521-000035,,,24
embassy-hutch-for-66-narrow-desk-shell,Embassy Hutch for 66” Narrow Desk Shell - Available in 2 Colours,Colour,Dark Chocolate,,,,,60520-2179,,,0
embassy-hutch-for-66-narrow-desk-shell,Embassy Hutch for 66” Narrow Desk Shell - Available in 2 Colours,Colour,Walnut Grey,,,,,60520-000035,,,28
embassy-corner-unit-desk-dark-chocolate,Embassy Corner Unit Desk - Dark Chocolate,Colour,Dark Chocolate,,,,,60403-1179,,,-50
embassy-traditional-desk-shell,Embassy Traditional Desk Shell - Available in 2 Colours,Colour,Dark Chocolate,,,,,60401-1179,,,0
embassy-traditional-desk-shell,Embassy Traditional Desk Shell - Available in 2 Colours,Colour,Walnut Grey,,,,,60401-000035,,,-50
embassy-desk-shell,Embassy Desk Shell - Available in 2 Colours,Colour,Dark Chocolate,,,,,60400-2179,,,0
embassy-desk-shell,Embassy Desk Shell - Available in 2 Colours,Colour,Walnut Grey,,,,,60400-000035,,,-50
outremont-u-shaped-or-l-shaped-desk-1-lateral-file-cabinet-and-1-bookcase,"Outremont U-Shaped or L-Shaped Desk, 1 Lateral File Cabinet, and 1 Bookcase - Available in 2 Colours",Colour,Dark Chocolate,,,,,52851-79,,,0
outremont-u-shaped-or-l-shaped-desk-1-lateral-file-cabinet-and-1-bookcase,"Outremont U-Shaped or L-Shaped Desk, 1 Lateral File Cabinet, and 1 Bookcase - Available in 2 Colours",Colour,White Chocolate,,,,,52851-31,,,0
ridgeley-executive-computer-desk-with-hutch-a-lateral-file-cabinet-and-a-bookcase,"Ridgeley Executive Computer Desk with Hutch, a Lateral File Cabinet, and a Bookcase - Available in 2 Colours",Colour,Dark Chocolate,,,,,52850-79,,,0
ridgeley-executive-computer-desk-with-hutch-a-lateral-file-cabinet-and-a-bookcase,"Ridgeley Executive Computer Desk with Hutch, a Lateral File Cabinet, and a Bookcase - Available in 2 Colours",Colour,White Chocolate,,,,,52850-31,,,0
contempo-set-of-two-metal-legs-silver,Contempo Set of 2 Metal Legs - Silver,Colour,Silver,,,,,50880-1151,,,383
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,Dark Chocolate,,,,,44700-79,,,0
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,Chocolate,,,,,44700-69,,,30
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,Antigua,,,,,44700-52,,,37
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,Bark Grey,,,,,44700-47,,,98
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,Deep Grey,,,,,44700-32,,,0
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,White Chocolate,,,,,44700-31,,,0
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,White,,,,,44700-17,,,0
uptown-ii-bookcase,Uptown II Bookcase - Available in 8 Colours,Colour,Walnut Grey,,,,,44700-000035,,,32
versatile-full-murphy-wall-bed-and-1-storage-unit-with-mobile-nightstand-and-desk-137-deep-grey,Versatile Full Murphy Wall Bed and 1 Storage Unit with Mobile Nightstand and Desk (137”) - Deep Grey,Colour,Deep Grey,,,,,42896-32,,,0
versatile-full-murphy-wall-bed-and-1-storage-unit-99-deep-grey,Versatile Full Murphy Wall Bed and 1 Storage Unit (99”) - Deep Grey,Colour,Deep Grey,,,,,42895-32,,,0
versatile-full-murphy-wall-bed-and-1-storage-unit-with-mobile-nightstand-88-deep-grey,Versatile Full Murphy Wall Bed and 1 Storage Unit with Mobile Nightstand (88”) - Deep Grey,Colour,Deep Grey,,,,,42894-32,,,0
versatile-full-murphy-wall-bed-and-2-storage-units-113-deep-grey,Versatile Full Murphy Wall Bed and 2 Storage Units (113”) - Deep Grey,Colour,Deep Grey,,,,,42893-32,,,0
i3-plus-u-or-l-shaped-desk,i3 Plus U or L-Shaped Desk - Available in 3 Colours,Colour,White Chocolate,,,,,160860-000031,,,0
versatile-queen-murphy-wall-bed-and-1-storage-unit-with-mobile-nightstand-and-desk-118-deep-grey,Versatile Queen Murphy Wall Bed and 1 Storage Unit with Mobile Nightstand and Desk (118”) - Deep Grey,Colour,Deep Grey,,,,,42886-32,,,0
versatile-queen-murphy-wall-bed-and-1-storage-unit-101-deep-grey,Versatile Queen Murphy Wall Bed and 1 Storage Unit (101”) - Deep Grey,Colour,Deep Grey,,,,,42885-32,,,0
versatile-queen-murphy-wall-bed-and-1-storage-unit-with-mobile-nightstand-94-deep-grey,Versatile Queen Murphy Wall Bed and 1 Storage Unit with Mobile Nightstand (94”) - Deep Grey,Colour,Deep Grey,,,,,42884-32,,,0
versatile-queen-murphy-wall-bed-and-2-storage-units-119-deep-grey,Versatile Queen Murphy Wall Bed and 2 Storage Units (119”) - Deep Grey,Colour,Deep Grey,,,,,42883-32,,,0
audrea-70w-queen-murphy-wall-bed-deep-grey,Audrea 70W Queen Murphy Wall Bed - Deep Grey,Colour,Deep Grey,,,,,42184-32,,,-50
audrea-64w-full-murphy-wall-bed-deep-grey,Audrea 64W Full Murphy Wall Bed - Deep Grey,Colour,Deep Grey,,,,,42183-32,,,0
versatile-25-storage-unit-with-2-drawers,Versatile 25” Storage Unit with 2 Drawers - Available in 2 Colours,Colour,Deep Grey,,,,,42172-32,,,41
versatile-25-storage-unit-with-2-drawers,Versatile 25” Storage Unit with 2 Drawers - Available in 2 Colours,Colour,White,,,,,42172-17,,,19
versatile-full-murphy-wall-bed-and-1-storage-unit-with-drawers-84-white,Versatile Full Murphy Wall Bed and 1 Storage Unit with Drawers (84”) - White,Colour,White,,,,,40896-17,,,0
versatile-full-murphy-wall-bed-and-1-storage-unit-with-drawers-95-white,Versatile Full Murphy Wall Bed and 1 Storage Unit with Drawers (95”) - White,Colour,White,,,,,40895-17,,,0
versatile-full-murphy-wall-bed-and-2-storage-units-with-doors-109-white,Versatile Full Murphy Wall Bed and 2 Storage Units with Doors (109”) - White,Colour,White,,,,,40894-17,,,0
versatile-full-murphy-wall-bed-and-2-storage-units-with-drawers-109-white,Versatile Full Murphy Wall Bed and 2 Storage Units with Drawers (109”) - White,Colour,White,,,,,40893-17,,,0
versatile-full-murphy-wall-bed-and-1-storage-unit-with-door-84-white,Versatile Full Murphy Wall Bed and 1 Storage Unit with Door (84”) - White,Colour,White,,,,,40892-17,,,0
versatile-full-murphy-wall-bed-and-2-storage-units-109-white,Versatile Full Murphy Wall Bed and 2 Storage Units (109”) - White,Colour,White,,,,,40891-17,,,0
versatile-full-murphy-wall-bed-and-1-storage-unit-84-white,Versatile Full Murphy Wall Bed and 1 Storage Unit (84”) - White,Colour,White,,,,,40890-17,,,0
versatile-queen-murphy-wall-bed-and-1-storage-unit-with-drawers-101-white,Versatile Queen Murphy Wall Bed and 1 Storage Unit with Drawers (101”) - White,Colour,White,,,,,40885-17,,,0
versatile-queen-murphy-wall-bed-and-2-storage-units-with-doors-115-white,Versatile Queen Murphy Wall Bed and 2 Storage Units with Doors (115”) - White,Colour,White,,,,,40884-17,,,0
versatile-queen-murphy-wall-bed-and-1-storage-unit-with-door-92-white,Versatile Queen Murphy Wall Bed and 1 Storage Unit with Door (92”) - White,Colour,White,,,,,40882-17,,,0
versatile-queen-murphy-wall-bed-and-2-storage-units-115-white,Versatile Queen Murphy Bed and 2 Storage Units (115”) - White,Colour,White,,,,,40881-17,,,0
versatile-queen-murphy-wall-bed-and-1-storage-unit-92-white,Versatile Queen Murphy Wall Bed and 1 Storage Unit (92”) - White,Colour,White,,,,,40880-17,,,0
i3-plus-return-table-bark-grey,i3 Plus Return Table - Available in 2 Colours,Colour,White Chocolate,,,,,160810-000031,,,-50
i3-plus-return-table-bark-grey,i3 Plus Return Table - Available in 2 Colours,Colour,Bark Grey,,,,,160810-1147,,,0
versatile-u-shaped-walk-in-closet-organizer,Versatile U-Shaped Walk-In Closet Organizer - Available in 2 Colours,Colour,Deep Grey,,,,,40875-32,,,0
versatile-u-shaped-walk-in-closet-organizer,Versatile U-Shaped Walk-In Closet Organizer - Available in 2 Colours,Colour,White,,,,,40875-17,,,0
versatile-61-closet-organizer-with-drawers-and-door-white,Versatile 61” Closet Organizer with Drawers and Door - White,Colour,White,,,,,40874-17,,,0
versatile-25-storage-unit-with-door-white,Versatile 25” Storage Unit with Door - White,Colour,White,,,,,40873-17,,,0
versatile-72-closet-organizer-white,Versatile 72“ Closet Organizer - White,Colour,White,,,,,40872-17,,,31
versatile-25-storage-unit-with-3-drawers,Versatile 25” Storage Unit with 3 Drawers - Available in 2 Colours,Colour,Deep Grey,,,,,40871-32,,,0
versatile-25-storage-unit-with-3-drawers,Versatile 25” Storage Unit with 3 Drawers - Available in 2 Colours,Colour,White,,,,,40871-17,,,63
versatile-61-closet-organizer-with-drawers-white,Versatile 61” Closet Organizer with Drawers - White,Colour,White,,,,,40870-17,,,63
versatile-walk-in-closet-organizer,Versatile Walk-In Closet Organizer - Available in 2 Colours,Colour,Deep Grey,,,,,40854-32,,,0
versatile-walk-in-closet-organizer,Versatile Walk-In Closet Organizer - Available in 2 Colours,Colour,White,,,,,40854-17,,,0
versatile-86-closet-organizer,Versatile 86“ Closet Organizer - Available in 3 Colours,Colour,Deep Grey,,,,,40853-32,,,0
versatile-86-closet-organizer,Versatile 86“ Closet Organizer - Available in 3 Colours,Colour,White,,,,,40853-17,,,0
versatile-86-closet-organizer,Versatile 86“ Closet Organizer - Available in 3 Colours,Colour,Walnut Grey,,,,,40853-000035,,,0
versatile-108-closet-organizer-white,Versatile 108“ Closet Organizer - White,Colour,White,,,,,40852-17,,,0
versatile-61-closet-organizer-with-storage-cubbies-and-drawers-white,Versatile 61” Closet Organizer with Storage Cubbies and Drawers - White,Colour,White,,,,,40851-1417,,,0
versatile-36-storage-unit-with-3-drawers,Versatile 36” Storage Unit with 3 Drawers - Available in 2 Colours,Colour,Deep Grey,,,,,40850-32,,,0
versatile-36-storage-unit-with-3-drawers,Versatile 36” Storage Unit with 3 Drawers - Available in 2 Colours,Colour,White,,,,,40850-17,,,62
versatile-full-murphy-wall-bed-two-storage-units-and-a-sofa-109-white,"Versatile Full Murphy Wall Bed, 2 Storage Units and a Sofa (109“) - White",Colour,White,,,,,40791-000017,,,0
versatile-full-murphy-wall-bed-a-storage-unit-and-a-sofa-84-white,"Versatile Full Murphy Wall Bed, a Storage Unit and a Sofa (84“) - White",Colour,White,,,,,40790-000017,,,0
versatile-queen-murphy-wall-bed-two-storage-units-and-a-sofa-115-white,"Versatile Queen Murphy Wall Bed, 2 Storage Units and a Sofa (115“) - White",Colour,White,,,,,40781-000017,,,0
versatile-queen-murphy-bed-with-a-storage-unit-and-a-sofa-white,Versatile Queen Murphy Wall Bed with a Storage Unit and a Sofa - White,Colour,White,,,,,40780-000017,,,0
versatile-narrow-desk-shell,Versatile Narrow Desk Shell - Available in 2 Colours,Colour,Deep Grey,,,,,40400-1132,,,0
versatile-narrow-desk-shell,Versatile Narrow Desk Shell - Available in 2 Colours,Colour,White,,,,,40400-1117,,,0
versatile-25-storage-unit-with-mobile-nightstand,Versatile 25” Storage Unit with Mobile Nightstand - Available in 2 Colours,Colour,Deep Grey,,,,,40172-32,,,14
versatile-25-storage-unit-with-mobile-nightstand,Versatile 25” Storage Unit with Mobile Nightstand - Available in 2 Colours,Colour,White,,,,,40172-17,,,15
versatile-door-for-25-storage-unit,Versatile Door for 25“ Storage Unit - Available in 2 Colours,Colour,Deep Grey,,,,,40171-1132,,,42
versatile-door-for-25-storage-unit,Versatile Door for 25“ Storage Unit - Available in 2 Colours,Colour,White,,,,,40171-1117,,,-50
versatile-3-drawer-set-for-versatile-25-storage-unit,Versatile 3-Drawer Set for Versatile 25” Storage Unit - Available in 3 Colours,Colour,Deep Grey,,,,,40170-1132,,,0
versatile-3-drawer-set-for-versatile-25-storage-unit,Versatile 3-Drawer Set for Versatile 25” Storage Unit - Available in 3 Colours,Colour,White,,,,,40170-1117,,,101
versatile-3-drawer-set-for-versatile-25-storage-unit,Versatile 3-Drawer Set for Versatile 25” Storage Unit - Available in 3 Colours,Colour,Walnut Grey,,,,,40170-000035,,,-50
versatile-36-corner-closet-organizer,Versatile 36” Corner Closet Organizer - Available in 2 Colours,Colour,Deep Grey,,,,,40165-32,,,17
versatile-36-corner-closet-organizer,Versatile 36” Corner Closet Organizer - Available in 2 Colours,Colour,White,,,,,40165-17,,,0
versatile-25-closet-organizer,Versatile 25” Closet Organizer - Available in 2 Colours,Colour,White,,,,,40164-17,,,0
versatile-25-closet-organizer,Versatile 25” Closet Organizer - Available in 2 Colours,Colour,Walnut Grey,,,,,40164-000035,,,-50
versatile-3-drawer-set-for-versatile-36-storage-unit,Versatile 3-Drawer Set for Versatile 36” Storage Unit - Available in 2 Colours,Colour,Deep Grey,,,,,40161-2132,,,0
versatile-3-drawer-set-for-versatile-36-storage-unit,Versatile 3-Drawer Set for Versatile 36” Storage Unit - Available in 2 Colours,Colour,White,,,,,40161-2117,,,-50
versatile-36-closet-organizer,Versatile 36” Closet Organizer - Available in 2 Colours,Colour,Deep Grey,,,,,40160-2132,,,11
versatile-36-closet-organizer,Versatile 36” Closet Organizer - Available in 2 Colours,Colour,White,,,,,40160-2117,,,99
solay-l-shaped-desk-with-asymmetrical-shelving-unit,Solay L-Shaped Desk with Asymmetrical Shelving Unit - Available in 3 Colours,Colour,Bark Grey,,,,,29865-000047,,,0
solay-l-shaped-desk-with-asymmetrical-shelving-unit,Solay L-Shaped Desk with Asymmetrical Shelving Unit - Available in 3 Colours,Colour,Deep Grey,,,,,29865-000032,,,0
solay-l-shaped-desk-with-asymmetrical-shelving-unit,Solay L-Shaped Desk with Asymmetrical Shelving Unit - Available in 3 Colours,Colour,White,,,,,29865-000017,,,0
solay-2-piece-set-including-an-l-shaped-desk-and-a-credenza,Solay 2-Piece Set Including an L-Shaped Desk and a Credenza - Available in 3 Colours,Colour,Bark Grey,,,,,29863-47,,,0
solay-2-piece-set-including-an-l-shaped-desk-and-a-credenza,Solay 2-Piece Set Including an L-Shaped Desk and a Credenza - Available in 3 Colours,Colour,Deep Grey,,,,,29863-32,,,0
solay-2-piece-set-including-an-l-shaped-desk-and-a-credenza,Solay 2-Piece Set Including an L-Shaped Desk and a Credenza - Available in 3 Colours,Colour,White,,,,,29863-17,,,0
solay-3-piece-set-including-an-l-shaped-desk-a-lateral-file-cabinet-and-a-bookcase,"Solay 3-Piece Set Including an L-Shaped Desk, a Lateral File Cabinet, and a Bookcase - Available in 3 Colours",Colour,Bark Grey,,,,,29851-47,,,0
solay-3-piece-set-including-an-l-shaped-desk-a-lateral-file-cabinet-and-a-bookcase,"Solay 3-Piece Set Including an L-Shaped Desk, a Lateral File Cabinet, and a Bookcase - Available in 3 Colours",Colour,White,,,,,29851-17,,,0
pur-full-murphy-wall-bed-with-storage-unit-84w,Pur Full Murphy Full Bed with Storage Unit (84W) - Available in 3 Colours,Colour,Chocolate,,,,,26898-69,,,0
pur-full-murphy-wall-bed-with-storage-unit-84w,Pur Full Murphy Full Bed with Storage Unit (84W) - Available in 3 Colours,Colour,Bark Grey,,,,,26898-47,,,0
pur-full-murphy-wall-bed-with-storage-unit-84w,Pur Full Murphy Full Bed with Storage Unit (84W) - Available in 3 Colours,Colour,White,,,,,26898-17,,,0
pur-full-murphy-wall-bed-and-1-storage-unit-with-drawers-95-white,Pur Full Murphy Wall Bed and 1 Storage Unit with Drawers (95”) - White,Colour,White,,,,,26897-17,,,0
pur-full-murphy-wall-bed-and-2-storage-units-with-drawers-131,Pur Full Murphy Wall Bed and 2 Storage Units with Drawers (131”) - Available in 2 Colours,Colour,Chocolate,,,,,26896-69,,,0
pur-full-murphy-wall-bed-and-2-storage-units-with-drawers-131,Pur Full Murphy Wall Bed and 2 Storage Units with Drawers (131”) - Available in 2 Colours,Colour,White,,,,,26896-17,,,0
pur-full-murphy-wall-bed-and-2-storage-units-131,Pur Full Murphy Wall Bed and 2 Storage Units (131”) - Available in 2 Colours,Colour,Chocolate,,,,,26895-69,,,0
pur-full-murphy-wall-bed-and-2-storage-units-131,Pur Full Murphy Wall Bed and 2 Storage Units (131”) - Available in 2 Colours,Colour,White,,,,,26895-17,,,0
pur-full-murphy-wall-bed-and-2-storage-units-with-drawers-109w,Pur Full Murphy Wall Bed and 2 Storage Units with Drawers (109W) - Available in 3 Colours,Colour,Chocolate,,,,,26894-69,,,0
pur-full-murphy-wall-bed-and-2-storage-units-with-drawers-109w,Pur Full Murphy Wall Bed and 2 Storage Units with Drawers (109W) - Available in 3 Colours,Colour,Bark Grey,,,,,26894-47,,,0
pur-full-murphy-wall-bed-and-2-storage-units-with-drawers-109w,Pur Full Murphy Wall Bed and 2 Storage Units with Drawers (109W) - Available in 3 Colours,Colour,White,,,,,26894-17,,,0
pur-full-murphy-wall-bed-with-2-storage-units-109w,Pur Full Murphy Bed with 2 Storage Units (109W) - Available in 3 Colours,Colour,Chocolate,,,,,26893-69,,,0
